gene_callers_id	source	accession	function	e_value
2001	NCBI_PGAP	WP_014949733.1	isoamylase early set domain-containing protein	0
2002	NCBI_PGAP	WP_014949734.1	electron transfer flavoprotein subunit alpha	0
2003	NCBI_PGAP	WP_014949735.1	electron transfer flavoprotein subunit beta/FixAfamily protein	0
2004	NCBI_PGAP	WP_014949736.1	electron transfer flavoprotein-ubiquinone oxidoreductase	0
2005	NCBI_PGAP	WP_014949737.1	H-NS histone family protein	0
2006	NCBI_PGAP	WP_014949738.1	alpha/beta fold hydrolase	0
2007	NCBI_PGAP	WP_012519093.1	DUF2788 domain-containing protein	0
2008	NCBI_PGAP	WP_014949739.1	flavodoxin FldA (fldA)	0
2009	NCBI_PGAP	WP_014949740.1	methyl-accepting chemotaxis protein	0
2010	NCBI_PGAP	WP_014949741.1	ferric iron uptake transcriptional regulator (fur)	0
2011	NCBI_PGAP	WP_014949742.1	D-amino acid aminotransferase	0
2012	NCBI_PGAP	WP_014949743.1	biotin-dependent carboxyltransferase	0
2013	NCBI_PGAP	WP_014949744.1	5-oxoprolinase subunit PxpB (pxpB)	0
2014	NCBI_PGAP	WP_014949745.1	5-oxoprolinase subunit PxpA	0
2016	NCBI_PGAP	WP_014949747.1	OsmC family protein	0
2017	NCBI_PGAP	WP_014949748.1	efflux RND transporter periplasmic adaptor subunit	0
2018	NCBI_PGAP	WP_014949749.1	efflux RND transporter permease subunit	0
2019	NCBI_PGAP	WP_014949750.1	DUF3718 domain-containing protein	0
2020	NCBI_PGAP	WP_014949751.1	DUF2189 domain-containing protein	0
2021	NCBI_PGAP	WP_012519109.1	5'-deoxynucleotidase (yfbR)	0
2022	NCBI_PGAP	WP_014949753.1	deoxyguanosinetriphosphate triphosphohydrolase family protein	0
2023	NCBI_PGAP	WP_014949754.1	protein-methionine-sulfoxide reductase catalyticsubunit MsrP (msrP)	0
2024	NCBI_PGAP	WP_014949755.1	sulfoxide reductase heme-binding subunit YedZ	0
2025	NCBI_PGAP	WP_014949756.1	DedA family protein	0
2027	NCBI_PGAP	WP_041693515.1	SEC-C domain-containing protein	0
2028	NCBI_PGAP	WP_080589184.1	alpha-amylase family protein	0
2029	NCBI_PGAP	WP_014949760.1	NADPH:quinone oxidoreductase family protein	0
2030	NCBI_PGAP	WP_014949761.1	phosphotransferase family protein	0
2031	NCBI_PGAP	WP_014949762.1	acyl-CoA dehydrogenase family protein	0
2032	NCBI_PGAP	WP_014949763.1	histidine phosphatase family protein	0
2033	NCBI_PGAP	WP_014949764.1	TonB-dependent receptor	0
2034	NCBI_PGAP	WP_014949765.1	XdhC family protein	0
2035	NCBI_PGAP	WP_014949766.1	DsbA family oxidoreductase	0
2036	NCBI_PGAP	WP_014949767.1	SGNH/GDSL hydrolase family protein	0
2037	NCBI_PGAP	WP_014949768.1	oxygen-independent coproporphyrinogen III oxidase (hemN)	0
2038	NCBI_PGAP	WP_014949769.1	ATP-binding cassette domain-containing protein	0
2039	NCBI_PGAP	WP_014949770.1	molybdate ABC transporter permease subunit (modB)	0
2040	NCBI_PGAP	WP_014949771.1	molybdate ABC transporter substrate-binding protein (modA)	0
2041	NCBI_PGAP	WP_014949772.1	molybdenum cofactor biosynthesis protein MoaE	0
2042	NCBI_PGAP	WP_014949773.1	MoaD family protein	0
2043	NCBI_PGAP	WP_014949774.1	cyclic pyranopterin monophosphate synthase MoaC (moaC)	0
2044	NCBI_PGAP	WP_014949775.1	molybdenum cofactor biosynthesis protein B (moaB)	0
2045	NCBI_PGAP	WP_014949776.1	HesA/MoeB/ThiF family protein	0
2046	NCBI_PGAP	WP_014949777.1	succinylglutamate desuccinylase/aspartoacylase family protein	0
2049	NCBI_PGAP	WP_014949780.1	type II toxin-antitoxin system Phd/YefM family antitoxin	0
2051	NCBI_PGAP	WP_014949782.1	zinc-dependent metalloprotease	0
2052	NCBI_PGAP	WP_014949783.1	tRNA 5-hydroxyuridine modification protein YegQ	0
2053	NCBI_PGAP	WP_014949784.1	YfhL family 4Fe-4S dicluster ferredoxin	0
2054	NCBI_PGAP	WP_014949785.1	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	0
2055	NCBI_PGAP	WP_014949786.1	saccharopine dehydrogenase NADP-binding domain-containing protein	0
2056	NCBI_PGAP	WP_014949787.1	histidinol-phosphate aminotransferase family protein	0
2057	NCBI_PGAP	WP_014949788.1	Rho termination factor N-terminal domain-containing protein	0
2058	NCBI_PGAP	WP_014949789.1	DUF1852 domain-containing protein	0
2059	NCBI_PGAP	WP_014949790.1	methionine synthase	0
2060	NCBI_PGAP	WP_014949791.1	TonB-dependent receptor	0
2061	NCBI_PGAP	WP_014949792.1	effector binding domain-containing protein	0
2062	NCBI_PGAP	WP_014949793.1	DMT family transporter	0
2063	NCBI_PGAP	WP_014949794.1	DUF2945 domain-containing protein	0
2064	NCBI_PGAP	WP_014949795.1	DNA-3-methyladenine glycosylase	0
2066	NCBI_PGAP	WP_014949797.1	VOC family protein	0
2067	NCBI_PGAP	WP_014949798.1	nuclear transport factor 2 family protein	0
2068	NCBI_PGAP	WP_014949799.1	LysE family translocator	0
2069	NCBI_PGAP	WP_014949800.1	PLP-dependent aminotransferase family protein	0
2071	NCBI_PGAP	WP_014949802.1	exodeoxyribonuclease V subunit alpha (recD)	0
2072	NCBI_PGAP	WP_014949803.1	exodeoxyribonuclease V subunit beta (recB)	0
2073	NCBI_PGAP	WP_014949804.1	exodeoxyribonuclease V subunit gamma (recC)	0
2074	NCBI_PGAP	WP_014949805.1	dUTP diphosphatase	0
2075	NCBI_PGAP	WP_014949806.1	AMP-binding protein	0
2076	NCBI_PGAP	WP_014949808.1	EAL domain-containing protein	0
2077	NCBI_PGAP	WP_014949809.1	ribonuclease J	0
2078	NCBI_PGAP	WP_014949810.1	DUF2789 domain-containing protein	0
2079	NCBI_PGAP	WP_014949811.1	DUF2750 domain-containing protein	0
2080	NCBI_PGAP	WP_014949812.1	LysR family transcriptional regulator	0
2082	NCBI_PGAP	WP_014949814.1	DUF413 domain-containing protein	0
2083	NCBI_PGAP	WP_014949815.1	PRC-barrel domain-containing protein	0
2084	NCBI_PGAP	WP_014949816.1	helix-turn-helix transcriptional regulator	0
2086	NCBI_PGAP	WP_014949818.1	LysR family transcriptional regulator	0
2087	NCBI_PGAP	WP_014949819.1	exopolysaccharide biosynthesis protein	0
2088	NCBI_PGAP	WP_014949820.1	sigma-54-dependent Fis family transcriptional regulator	0
2090	NCBI_PGAP	WP_014949822.1	sensor histidine kinase	0
2091	NCBI_PGAP	WP_014949823.1	response regulator	0
2092	NCBI_PGAP	WP_014949824.1	response regulator	0
2098	NCBI_PGAP	WP_014949831.1	DUF2490 domain-containing protein	0
2099	NCBI_PGAP	WP_014949832.1	DUF1328 domain-containing protein	0
2102	NCBI_PGAP	WP_014949835.1	DUF349 domain-containing protein	0
2103	NCBI_PGAP	WP_014949836.1	DUF1315 family protein	0
2104	NCBI_PGAP	WP_014949837.1	zinc ribbon domain-containing protein	0
2105	NCBI_PGAP	WP_014949838.1	AGCS family amino acid carrier protein	0
2106	NCBI_PGAP	WP_014949839.1	carboxypeptidase family protein	0
2107	NCBI_PGAP	WP_014949840.1	glyceraldehyde-3-phosphate dehydrogenase	0
2108	NCBI_PGAP	WP_014949841.1	DUF2989 domain-containing protein	0
2109	NCBI_PGAP	WP_014949842.1	peptide-methionine (R)-S-oxide reductase MsrB (msrB)	0
2110	NCBI_PGAP	WP_014949843.1	NADP-dependent phosphogluconate dehydrogenase (gndA)	0
2111	NCBI_PGAP	WP_014949844.1	glycogen debranching protein GlgX (glgX)	0
2112	NCBI_PGAP	WP_014949845.1	1,4-alpha-glucan branching protein GlgB (glgB)	0
2113	NCBI_PGAP	WP_014949846.1	4-alpha-glucanotransferase (malQ)	0
2114	NCBI_PGAP	WP_014949847.1	type I glyceraldehyde-3-phosphate dehydrogenase (gap)	0
2115	NCBI_PGAP	WP_014949848.1	D-hexose-6-phosphate mutarotase	0
2116	NCBI_PGAP	WP_014949849.1	bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase	0
2117	NCBI_PGAP	WP_014949850.1	glucokinase	0
2118	NCBI_PGAP	WP_014949851.1	phosphogluconate dehydratase	0
2119	NCBI_PGAP	WP_014949852.1	6-phosphogluconolactonase (pgl)	0
2120	NCBI_PGAP	WP_014949853.1	glucose-6-phosphate dehydrogenase (zwf)	0
2121	NCBI_PGAP	WP_014949854.1	MurR/RpiR family transcriptional regulator	0
2122	NCBI_PGAP	WP_014949855.1	pyruvate kinase (pyk)	0
2123	NCBI_PGAP	WP_014949856.1	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	0
2125	NCBI_PGAP	WP_014976821.1	putative DNA modification/repair radical SAM protein	0
2126	NCBI_PGAP	WP_014949859.1	TIGR03915 family putative DNA repair protein	0
2127	NCBI_PGAP	WP_014949860.1	BON domain-containing protein	0
2128	NCBI_PGAP	WP_014949861.1	endonuclease/exonuclease/phosphatase family protein	0
2130	NCBI_PGAP	WP_014949863.1	glycosyl transferase family 2	0
2131	NCBI_PGAP	WP_014949864.1	YqcI/YcgG family protein	0
2132	NCBI_PGAP	WP_014949865.1	urea carboxylase-associated family protein	0
2134	NCBI_PGAP	WP_014949867.1	DUF839 domain-containing protein	0
2135	NCBI_PGAP	WP_014949868.1	DUF4861 family protein	0
2136	NCBI_PGAP	WP_014949869.1	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD (kduD)	0
2137	NCBI_PGAP	WP_041693774.1	5-dehydro-4-deoxy-D-glucuronate isomerase (kduI)	0
2138	NCBI_PGAP	WP_014949871.1	TRAP transporter substrate-binding protein	0
2139	NCBI_PGAP	WP_014949872.1	TRAP transporter small permease	0
2140	NCBI_PGAP	WP_014949873.1	TRAP transporter large permease	0
2141	NCBI_PGAP	WP_014949874.1	LacI family DNA-binding transcriptional regulator	0
2142	NCBI_PGAP	WP_014949875.1	altronate dehydratase	0
2143	NCBI_PGAP	WP_014949876.1	glucuronate isomerase (uxaC)	0
2144	NCBI_PGAP	WP_014949877.1	mannitol dehydrogenase family protein	0
2145	NCBI_PGAP	WP_014949878.1	bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase (eda)	0
2146	NCBI_PGAP	WP_014949879.1	sugar kinase	0
2147	NCBI_PGAP	WP_014949880.1	rhamnogalacturonan acetylesterase	0
2148	NCBI_PGAP	WP_014949881.1	TonB-dependent receptor	0
2149	NCBI_PGAP	WP_014949883.1	glycoside hydrolase family 88 protein	0
2150	NCBI_PGAP	WP_014949885.1	pectinesterase	0
2151	NCBI_PGAP	WP_014949886.1	response regulator	0
2152	NCBI_PGAP	WP_014949887.1	WYL domain-containing protein	0
2153	NCBI_PGAP	WP_014949888.1	PEP-CTERM sorting domain-containing protein	0
2154	NCBI_PGAP	WP_014949889.1	ExeM/NucH family extracellular endonuclease	0
2155	NCBI_PGAP	WP_014949890.1	M1 family metallopeptidase	0
2156	NCBI_PGAP	WP_014949891.1	Cache 3/Cache 2 fusion domain-containing protein	0
2158	NCBI_PGAP	WP_014949893.1	phosphate ABC transporter substrate-binding protein	0
2159	NCBI_PGAP	WP_014949894.1	LysR family transcriptional regulator	0
2160	NCBI_PGAP	WP_014949895.1	type 1 glutamine amidotransferase domain-containing protein	0
2161	NCBI_PGAP	WP_014949896.1	iron-containing alcohol dehydrogenase	0
2162	NCBI_PGAP	WP_014949897.1	NADH:flavin oxidoreductase/NADH oxidase	0
2163	NCBI_PGAP	WP_014949898.1	bifunctional diguanylate cyclase/phosphodiesterase	0
2164	NCBI_PGAP	WP_014949899.1	nitroreductase	0
2165	NCBI_PGAP	WP_041693780.1	catalase	0
2166	NCBI_PGAP	WP_014949901.1	DUF3369 domain-containing protein	0
2167	NCBI_PGAP	WP_014949902.1	GAF domain-containing sensor histidine kinase	0
2168	NCBI_PGAP	WP_014949903.1	alpha/beta hydrolase	0
2169	NCBI_PGAP	WP_014949906.1	carboxymuconolactone decarboxylase family protein	0
2170	NCBI_PGAP	WP_014949907.1	YrhK family protein	0
2172	NCBI_PGAP	WP_014949909.1	AraC family transcriptional regulator	0
2173	NCBI_PGAP	WP_014949910.1	SLC13/DASS family transporter	0
2174	NCBI_PGAP	WP_014949911.1	dCTP deaminase (dcd)	0
2175	NCBI_PGAP	WP_014949912.1	iron-sulfur cluster carrier protein ApbC (apbC)	0
2176	NCBI_PGAP	WP_014949913.1	methionine--tRNA ligase (metG)	0
2177	NCBI_PGAP	WP_014949914.1	mechanosensitive ion channel	0
2178	NCBI_PGAP	WP_014949915.1	methyltransferase domain-containing protein	0
2179	NCBI_PGAP	WP_014949916.1	hydroxyacylglutathione hydrolase (gloB)	0
2182	NCBI_PGAP	WP_014949919.1	Lrp/AsnC family transcriptional regulator	0
2183	NCBI_PGAP	WP_014949920.1	arginine N-succinyltransferase	0
2184	NCBI_PGAP	WP_014949921.1	cysteine--tRNA ligase	0
2185	NCBI_PGAP	WP_014949922.1	peptidyl-prolyl cis-trans isomerase	0
2186	NCBI_PGAP	WP_014949923.1	UDP-2,3-diacylglucosamine diphosphatase (lpxH)	0
2187	NCBI_PGAP	WP_014949924.1	DUF1449 family protein	0
2188	NCBI_PGAP	WP_014949925.1	flotillin family protein	0
2189	NCBI_PGAP	WP_014949926.1	LysR family transcriptional regulator	0
2190	NCBI_PGAP	WP_014949927.1	SDR family oxidoreductase	0
2192	NCBI_PGAP	WP_014949929.1	sucrose phosphorylase	0
2193	NCBI_PGAP	WP_187289713.1	winged helix-turn-helix transcriptional regulator	0
2194	NCBI_PGAP	WP_014949931.1	YhdH/YhfP family quinone oxidoreductase	0
2195	NCBI_PGAP	WP_014949932.1	TerC family protein	0
2196	NCBI_PGAP	WP_014949933.1	zinc-binding alcohol dehydrogenase family protein	0
2197	NCBI_PGAP	WP_170826510.1	LysR family transcriptional regulator	0
2199	NCBI_PGAP	WP_014949937.1	carboxypeptidase	0
2200	NCBI_PGAP	WP_014949938.1	DUF479 domain-containing protein	0
2201	NCBI_PGAP	WP_014949939.1	tRNA-(ms[2]io[6]A)-hydroxylase	0
2202	NCBI_PGAP	WP_014949940.1	YIP1 family protein	0
2203	NCBI_PGAP	WP_014949941.1	amidophosphoribosyltransferase (purF)	0
2204	NCBI_PGAP	WP_014949942.1	CvpA family protein	0
2205	NCBI_PGAP	WP_014949943.1	SPOR domain-containing protein	0
2206	NCBI_PGAP	WP_014949944.1	bifunctional tetrahydrofolate synthase/dihydrofolate synthase (folC)	0
2207	NCBI_PGAP	WP_014949945.1	acetyl-CoA carboxylase carboxyltransferase subunit beta	0
2208	NCBI_PGAP	WP_014949946.1	tRNA pseudouridine(38-40) synthase TruA (truA)	0
2209	NCBI_PGAP	WP_014949947.1	ATPase AAA	0
2210	NCBI_PGAP	WP_014949948.1	aspartate-semialdehyde dehydrogenase	0
2211	NCBI_PGAP	WP_014949949.1	4-phosphoerythronate dehydrogenase	0
2212	NCBI_PGAP	WP_014949950.1	class II aldolase/adducin family protein	0
2213	NCBI_PGAP	WP_014949951.1	Crp/Fnr family transcriptional regulator	0
2214	NCBI_PGAP	WP_012518842.1	type II toxin-antitoxin system ParD family antitoxin	0
2215	NCBI_PGAP	WP_014949953.1	beta-ketoacyl-ACP synthase I (fabB)	0
2216	NCBI_PGAP	WP_014949954.1	galactose oxidase	0
2217	NCBI_PGAP	WP_014949955.1	bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC (mnmC)	0
2221	NCBI_PGAP	WP_014949960.1	GNAT family N-acetyltransferase	0
2222	NCBI_PGAP	WP_014949961.1	lactoylglutathione lyase	0
2223	NCBI_PGAP	WP_014949962.1	GNAT family N-acetyltransferase	0
2224	NCBI_PGAP	WP_014949963.1	DUF2938 domain-containing protein	0
2225	NCBI_PGAP	WP_014949964.1	helix-turn-helix domain-containing protein	0
2226	NCBI_PGAP	WP_080589185.1	GNAT family N-acetyltransferase	0
2227	NCBI_PGAP	WP_014949966.1	SDR family oxidoreductase	0
2228	NCBI_PGAP	WP_014949967.1	ATP-binding cassette domain-containing protein	0
2229	NCBI_PGAP	WP_014949968.1	DUF1826 domain-containing protein	0
2230	NCBI_PGAP	WP_014949969.1	GTP-binding protein	0
2231	NCBI_PGAP	WP_014949970.1	helix-turn-helix domain-containing protein	0
2232	NCBI_PGAP	WP_014949971.1	cysteine hydrolase	0
2233	NCBI_PGAP	WP_014949972.1	isochorismatase family protein	0
2234	NCBI_PGAP	WP_014949973.1	short-chain fatty acid transporter	0
2235	NCBI_PGAP	WP_014949974.1	hybrid sensor histidine kinase/response regulator	0
2236	NCBI_PGAP	WP_041693791.1	insulinase family protein	0
2237	NCBI_PGAP	WP_014949976.1	YfcL family protein	0
2238	NCBI_PGAP	WP_014949977.1	ATP-NAD kinase family protein	0
2239	NCBI_PGAP	WP_170826511.1	elongation factor P hydroxylase	0
2241	NCBI_PGAP	WP_014949980.1	acyl-CoA thioesterase	0
2242	NCBI_PGAP	WP_014949981.1	clan AA aspartic protease	0
2243	NCBI_PGAP	WP_041693793.1	HopJ type III effector protein	0
2244	NCBI_PGAP	WP_014949983.1	NADPH-dependent 2,4-dienoyl-CoA reductase	0
2245	NCBI_PGAP	WP_014949984.1	crotonase/enoyl-CoA hydratase family protein	0
2246	NCBI_PGAP	WP_014949985.1	TetR/AcrR family transcriptional regulator	0
2247	NCBI_PGAP	WP_014949986.1	choline dehydrogenase	0
2248	NCBI_PGAP	WP_014949987.1	DUF1439 domain-containing protein	0
2249	NCBI_PGAP	WP_014949988.1	DUF1298 domain-containing protein	0
2250	NCBI_PGAP	WP_014949989.1	TetR/AcrR family transcriptional regulator	0
2251	NCBI_PGAP	WP_014949990.1	DUF445 family protein	0
2252	NCBI_PGAP	WP_014949991.1	DUF3336 domain-containing protein	0
2255	NCBI_PGAP	WP_014949994.1	phasin family protein	0
2256	NCBI_PGAP	WP_014949995.1	oligopeptidase B	0
2257	NCBI_PGAP	WP_014949996.1	fatty acid metabolism transcriptional regulator FadR (fadR)	0
2258	NCBI_PGAP	WP_014949997.1	sodium/proton antiporter NhaB (nhaB)	0
2259	NCBI_PGAP	WP_014949998.1	disulfide bond formation protein DsbB (dsbB)	0
2260	NCBI_PGAP	WP_014949999.1	GNAT family N-acetyltransferase	0
2261	NCBI_PGAP	WP_014950000.1	YcgN family cysteine cluster protein	0
2262	NCBI_PGAP	WP_014950001.1	fumarylacetoacetate hydrolase family protein	0
2263	NCBI_PGAP	WP_014950002.1	lytic murein transglycosylase	0
2264	NCBI_PGAP	WP_014950003.1	YcgL domain-containing protein	0
2265	NCBI_PGAP	WP_014950004.1	ribonuclease D (rnd)	0
2266	NCBI_PGAP	WP_014950005.1	long-chain-fatty-acid--CoA ligase FadD (fadD)	0
2267	NCBI_PGAP	WP_014950006.1	alpha/beta hydrolase	0
2268	NCBI_PGAP	WP_014950007.1	Slp family lipoprotein	0
2270	NCBI_PGAP	WP_014950009.1	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB (tsaB)	0
2271	NCBI_PGAP	WP_014950010.1	ATP-dependent DNA helicase	0
2274	NCBI_PGAP	WP_014950013.1	cation diffusion facilitator family transporter	0
2275	NCBI_PGAP	WP_014950014.1	Rieske 2Fe-2S domain-containing protein	0
2276	NCBI_PGAP	WP_014950015.1	GFA family protein	0
2277	NCBI_PGAP	WP_014950016.1	calcium-binding protein	0
2279	NCBI_PGAP	WP_014950018.1	alpha amylase C-terminal domain-containing protein	0
2280	NCBI_PGAP	WP_014950019.1	sulfite exporter TauE/SafE family protein	0
2281	NCBI_PGAP	WP_014950020.1	DUF2244 domain-containing protein	0
2285	NCBI_PGAP	WP_014950024.1	MBL fold metallo-hydrolase	0
2286	NCBI_PGAP	WP_014950025.1	ParA family protein	0
2288	NCBI_PGAP	WP_014950027.1	ATP phosphoribosyltransferase (hisG)	0
2289	NCBI_PGAP	WP_014950028.1	histidinol dehydrogenase (hisD)	0
2290	NCBI_PGAP	WP_014950029.1	histidinol-phosphate transaminase (hisC)	0
2291	NCBI_PGAP	WP_014950030.1	bifunctional histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase HisB (hisB)	0
2292	NCBI_PGAP	WP_014950031.1	imidazole glycerol phosphate synthase subunit HisH (hisH)	0
2293	NCBI_PGAP	WP_014950032.1	1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino]imidazole-4- carboxamide isomerase (hisA)	0
2294	NCBI_PGAP	WP_014950033.1	imidazole glycerol phosphate synthase subunit HisF (hisF)	0
2295	NCBI_PGAP	WP_014950034.1	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE	0
2297	NCBI_PGAP	WP_014950036.1	alpha/beta hydrolase	0
2298	NCBI_PGAP	WP_014950037.1	formate/nitrite transporter family protein	0
2299	NCBI_PGAP	WP_014950038.1	insulinase family protein	0
2300	NCBI_PGAP	WP_014950039.1	signal peptidase I (lepB)	0
2301	NCBI_PGAP	WP_014950040.1	TonB-dependent receptor	0
2302	NCBI_PGAP	WP_014950042.1	MAPEG family protein	0
2303	NCBI_PGAP	WP_014950043.1	adenylate kinase (adk)	0
2304	NCBI_PGAP	WP_014950044.1	molecular chaperone HtpG (htpG)	0
2305	NCBI_PGAP	WP_014950045.1	recombination protein RecR (recR)	0
2308	NCBI_PGAP	WP_014950048.1	ferredoxin--NADP reductase	0
2309	NCBI_PGAP	WP_014950049.1	YbaB/EbfC family nucleoid-associated protein	0
2310	NCBI_PGAP	WP_014950050.1	DNA polymerase III subunit gamma/tau (dnaX)	0
2311	NCBI_PGAP	WP_014950051.1	adenine phosphoribosyltransferase (apt)	0
2312	NCBI_PGAP	WP_014950052.1	putative DNA-binding domain-containing protein	0
2313	NCBI_PGAP	WP_014950053.1	DUF692 domain-containing protein	0
2315	NCBI_PGAP	WP_014950055.1	winged helix-turn-helix domain-containing protein	0
2316	NCBI_PGAP	WP_014950056.1	DP-EP family protein	0
2317	NCBI_PGAP	WP_014950057.1	GGDEF domain-containing protein	0
2318	NCBI_PGAP	WP_014950058.1	transporter substrate-binding domain-containing protein	0
2319	NCBI_PGAP	WP_014950059.1	CDP-diacylglycerol--serine O-phosphatidyltransferase (pssA)	0
2321	NCBI_PGAP	WP_014950061.1	PEP-CTERM sorting domain-containing protein	0
2322	NCBI_PGAP	WP_014950062.1	PEP-CTERM system TPR-repeat protein PrsT (prsT)	0
2323	NCBI_PGAP	WP_014950063.1	D-lactate dehydrogenase (dld)	0
2324	NCBI_PGAP	WP_014950064.1	L-lactate permease	0
2325	NCBI_PGAP	WP_014950065.1	LysR family transcriptional regulator	0
2328	NCBI_PGAP	WP_014950068.1	ATP-dependent chaperone ClpB (clpB)	0
2329	NCBI_PGAP	WP_014950069.1	peptidoglycan editing factor PgeF (pgeF)	0
2330	NCBI_PGAP	WP_014950071.1	23S rRNA pseudouridine(1911/1915/1917) synthase RluD (rluD)	0
2331	NCBI_PGAP	WP_014950072.1	outer membrane protein assembly factor BamD	0
2332	NCBI_PGAP	WP_014950073.1	cupin domain-containing protein	0
2333	NCBI_PGAP	WP_014950074.1	sigma-70 family RNA polymerase sigma factor	0
2334	NCBI_PGAP	WP_014950075.1	LON peptidase substrate-binding domain-containing protein	0
2335	NCBI_PGAP	WP_014950076.1	nuclear transport factor 2 family protein	0
2336	NCBI_PGAP	WP_014950077.1	SDR family NAD(P)-dependent oxidoreductase	0
2337	NCBI_PGAP	WP_014950078.1	FAD-dependent oxidoreductase	0
2338	NCBI_PGAP	WP_014950079.1	DUF1365 domain-containing protein	0
2339	NCBI_PGAP	WP_014950080.1	class I SAM-dependent methyltransferase	0
2340	NCBI_PGAP	WP_014950081.1	flagellar motor protein MotB	0
2341	NCBI_PGAP	WP_014950082.1	flagellar motor protein PomA (pomA)	0
2342	NCBI_PGAP	WP_014976981.1	exodeoxyribonuclease VII small subunit (xseB)	0
2343	NCBI_PGAP	WP_014950084.1	polyprenyl synthetase family protein	0
2344	NCBI_PGAP	WP_014950085.1	phosphatidylglycerophosphatase A	0
2345	NCBI_PGAP	WP_014950086.1	thiamine-phosphate kinase (thiL)	0
2346	NCBI_PGAP	WP_014950087.1	transcription antitermination factor NusB (nusB)	0
2347	NCBI_PGAP	WP_014950088.1	6,7-dimethyl-8-ribityllumazine synthase (ribE)	0
2348	NCBI_PGAP	WP_014950089.1	bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II	0
2349	NCBI_PGAP	WP_014950090.1	riboflavin synthase	0
2350	NCBI_PGAP	WP_014950091.1	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD (ribD)	0
2351	NCBI_PGAP	WP_012517538.1	transcriptional regulator NrdR (nrdR)	0
2352	NCBI_PGAP	WP_014950092.1	serine hydroxymethyltransferase	0
2353	NCBI_PGAP	WP_014950093.1	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase (lpxD)	0
2354	NCBI_PGAP	WP_014950094.1	energy-dependent translational throttle protein EttA (ettA)	0
2355	NCBI_PGAP	WP_014950095.1	PilZ domain-containing protein	0
2356	NCBI_PGAP	WP_014950096.1	DNA repair protein RadA (radA)	0
2357	NCBI_PGAP	WP_014950097.1	PilZ domain-containing protein	0
2358	NCBI_PGAP	WP_014950098.1	phosphoserine phosphatase SerB (serB)	0
2360	NCBI_PGAP	WP_014950100.1	TatD family hydrolase	0
2361	NCBI_PGAP	WP_014950101.1	pyridoxamine 5'-phosphate oxidase (pdxH)	0
2362	NCBI_PGAP	WP_014950102.1	GTPase Era (era)	0
2363	NCBI_PGAP	WP_014950103.1	ribonuclease III (rnc)	0
2364	NCBI_PGAP	WP_014950104.1	signal peptidase I (lepB)	0
2365	NCBI_PGAP	WP_014950105.1	elongation factor 4 (lepA)	0
2366	NCBI_PGAP	WP_014950106.1	SoxR reducing system RseC family protein	0
2367	NCBI_PGAP	WP_014950107.1	MucB/RseB C-terminal domain-containing protein	0
2368	NCBI_PGAP	WP_014950108.1	sigma-E factor negative regulatory protein	0
2369	NCBI_PGAP	WP_012518957.1	RNA polymerase sigma factor RpoE (rpoE)	0
2370	NCBI_PGAP	WP_051129059.1	L-aspartate oxidase (nadB)	0
2373	NCBI_PGAP	WP_014950112.1	succinate dehydrogenase assembly factor 2	0
2374	NCBI_PGAP	WP_014950113.1	glycine cleavage system protein T	0
2375	NCBI_PGAP	WP_014950114.1	peptidylprolyl isomerase	0
2376	NCBI_PGAP	WP_014950115.1	P-II family nitrogen regulator	0
2377	NCBI_PGAP	WP_014950116.1	ammonia-dependent NAD(+) synthetase (nadE)	0
2378	NCBI_PGAP	WP_039228301.1	GspH/FimT family pseudopilin	0
2379	NCBI_PGAP	WP_014950118.1	prepilin-type N-terminal cleavage/methylation domain-containing protein	0
2380	NCBI_PGAP	WP_014950119.1	prepilin-type N-terminal cleavage/methylation domain-containing protein	0
2381	NCBI_PGAP	WP_014950120.1	potassium:proton antiporter	0
2384	NCBI_PGAP	WP_014950123.1	prepilin-type N-terminal cleavage/methylation domain-containing protein	0
2385	NCBI_PGAP	WP_014950124.1	pilus assembly protein PilY	0
2386	NCBI_PGAP	WP_014950125.1	pilus assembly PilX N-terminal domain-containingprotein	0
2387	NCBI_PGAP	WP_014950126.1	PilW family protein	0
2388	NCBI_PGAP	WP_080589202.1	pilus assembly protein PilV	0
2389	NCBI_PGAP	WP_014950128.1	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (ispH)	0
